LOCATION,REPORTED_DATE,WIND_AVG,PRECIPITATION,SNOW,SNOWDEPTH,TEMP_MAX,TEMP_MIN
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-09,5,0.0,0.0,0.0,36,22
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-10,7,0.0,0.0,0.0,60,38
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-11,3,0.0,0.0,0.0,54,37
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-12,14,0.03,0.0,0.0,53,24
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-13,12,0.0,0.0,0.0,33,21
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-14,6,0.0,0.0,0.0,38,20
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-15,8,0.0,0.0,0.0,49,27
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-16,14,0.0,0.0,0.0,42,28
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-17,15,0.0,0.0,0.0,40,26
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-18,13,0.41,0.0,0.0,50,43
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-19,7,0.19,0.0,0.0,50,41
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-20,16,0.0,0.0,0.0,59,46
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-21,8,0.0,0.0,0.0,53,37
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-22,15,0.08,0.0,0.0,60,43
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-23,6,0.03,0.0,0.0,46,30
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-24,14,0.75,0.0,0.0,48,40
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-25,7,0.0,0.0,0.0,51,33
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-26,5,0.0,0.0,0.0,63,36
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-27,10,0.01,0.0,0.0,65,48
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-28,20,0.0,0.0,0.0,52,36
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-29,12,0.0,0.0,0.0,36,26
NEWARK-NJ-LIBERTY-AIRPORT,2019-11-30,10,0.0,0.0,0.0,51,33
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-01,15,0.77,0.11,0.0,41,31
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-02,16,0.33,2.16,0.0,38,33
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-03,15,0.01,0.33,1.33,42,34
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-04,10,0.0,0.0,0.0,41,32
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-05,17,0.0,0.0,0.0,47,37
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-06,12,0.0,0.0,0.0,48,31
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-07,11,0.0,0.0,0.0,36,24
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-08,5,0.0,0.0,0.0,45,25
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-09,8,1.49,0.0,0.0,55,39
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-10,13,0.1,0.0,0.0,59,41
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-11,12,0.19,0.83,0.0,48,37
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-12,8,0.0,0.0,0.0,42,30
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-13,10,0.92,0.0,0.0,58,36
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-14,13,0.73,0.0,0.0,58,44
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-15,14,0.0,0.0,0.0,39,30
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-16,5,0.15,0.0,0.0,36,32
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-17,12,1.17,0.0,0.0,41,38
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-18,13,0.07,0.84,0.0,31,17
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-19,15,0.0,0.0,1.19,27,16
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-20,9,0.0,0.0,0.0,33,21
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-21,6,0.0,0.0,0.0,41,22
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-22,7,0.0,0.0,0.0,44,20
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-23,10,0.0,0.0,0.0,63,34
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-24,9,0.0,0.0,0.0,43,27
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-25,3,0.0,0.0,0.0,39,22
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-26,8,0.0,0.0,0.0,52,34
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-27,7,0.0,0.0,0.0,44,37
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-28,8,0.0,0.0,0.0,63,45
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-29,5,0.34,0.0,0.0,48,37
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-30,15,0.73,0.0,0.0,49,42
NEWARK-NJ-LIBERTY-AIRPORT,2019-12-31,11,0.0,0.0,0.0,50,41
